iPhone 7 Plus	128GB	Black	Kdo	1	Scam, this item is not new, missing items at the box.	2019-03-08	fr	Jack adapter not supplied with the phone	0
iPhone 6S	16GB	Space Gray	cornelia voß	1	Seller "eat mobile" - NEVER again	2019-02-09	de	Bought as a new device in September 2018. After 2 months with each message input and ringing a "snarling noise". I finally managed to stop by in an Apple Store. A friendly customer service representative looked at the device and came to the following result: -Display not original smartphone comes from 2016 and was already registered with Apple "so in use vibration spring not screwed! Four provided screws were missing completely and the spring was loose in the device, which then caused the snarling noise.- Display and housing (splash-splice) was not available! This dealer is absolutely NOT recommended! Hands off!!! This borders on fraud !!!	0
iPhone 7	128GB	Rose Gold	Hasna	2	Iphone 7	2018-06-26	fr	Send serious, fast, the general state of the phone is not satisfactory despite that it is used	0
iPhone 8 Plus	64GB	Gold	Abellan	3	Bug	2018-11-16	fr	Phone bug after 3 days, Chinese manufacturer, returns the product. Better go to the shop	0
iPhone XR	128GB	Black	Amazon Customer	1	Hearing piece down	2019-05-10	uk	The hearing piece for the phone has already gone . I was sold a piece of crap and I can’t do anything about it . Literally have to plug in my earphones or put on my speaker to hear people speak .	0
iPhone 7	128GB	Black	Amazon Kunde	1	Only problems with the delivery	2017-08-19	de	I forgive a star for the delivery. The device could not be put into operation because it was supplied with the SIM Lock contrary to the description. The Apple Support could not help me, I should contact the network operator. In addition, no VAT could be issued for the goods - overall, I strongly advise against buying!	0
iPhone XR	64GB	Red	Luisa M	1	Iphone XR black spot on the display	2019-05-15	it	I write this review to show the photos of the display of my Iphone XR just arrived, box closed, all new with film and everything, as soon as I opened I tried to turn on the phone and nothing, I thought it was flat the battery, but it wasn't like that, I made a forced start in CFU mode and after a few minutes you are logged in (which I didn't like) I started to notice this black spot on the lower right, but I thought it was something of the settings, I configured everything and this spot always visible , I searched the forums and saw that it's a flaw. I'm sorry because I'll have to stay without a cell phone another week :(	0
iPhone 8	64GB	Silver / White	checkout	2	Too bad for the earphones with lightning connector and consequent lack of mini jack audio output	2019-03-06	it	Given that I am very satisfied with the purchase, I rate the article with only two stars due to the unfortunate choice of Apple to exclude the audio output with mini jack and to allow the use of the earphones only with a Lightning connector (the same as you use to recharge your mobile phone). With these earphones you can no longer easily switch from the iPhone to your computer (which uses mini jack outputs), you will no longer be able to connect to the traditional audio output of seats on trains and airplanes, or even on the ergometer monitor of your gym. You won't even be able to use your favorite headphones to listen to your music because they won't enter the lightning output. There is yet another adapter that will drag all the drawbacks of the case: you lose it, you forget it, when you need it you don't find it, and I read reviews of some models that do not allow listening to phone calls but only music ... so you are more confident if you buy the original Apple adapter, as always, very expensive. Really an unpleasant choice from Apple.	0
iPhone XS	64GB	Gold	Hicham	1	scam	2018-12-06	fr	C a scam, they spun me in Chinese phone, so I bought an iphone xs	0
iPhone XR	64GB	White	cool1er	4	Good smartphone	2019-03-10	fr	After more than 5 years of intensive use of the iPhone 5S of my companion, it began to rowing.She opted for this Xr and there was no bad surprise, except that the device was not intended for the French market originally.Sinon, RAS. Apple quality and ease of use are at the rendezvous.	0
iPhone 6S	16GB	Space Gray	nexus-hh	1	Overpriced high-tech scrap	2016-07-23	de	I got the iPhone 6S cheap from the circle of acquaintances, otherwise I always had Android devices. But since I have an iPad, I already knew the software a bit. So the processing is already the first criticism, the slide for the Nano Sim card can move with too much game when it is plugged. Even the home button has too much play and clacking for this price range. The back scratched extremely lightly, the front not so easy. You can not offer a cell phone for such a high price and then say that customers should buy a protective cover so that it does not scratch, it has to be built more robust, so it will be a shoe out of it! In this respect, the much-praised processing quality of iPhones is just a marvel, you just have to look closely, then you realize the miscibility, which are simply unacceptable in the price range. Otherwise, the screen is sharp, but in 2016 with its 4.7 inches and HD resolution not up to date, it should be in my opinion already 5 inches, incomprehensible that Apple is there so hesitant and backward-facing. The operation is really bad in relation to Android devices. This concept of closing with the home button has never opened to me. Why not use the backspace or exit key as touch keys ?? This is also possible with the Assistive Touch function, but not very elegant. The apps run smoothly, but updates take too long even in the WLAN network. The cameras are both good, there is nothing to moan about. The more outrageous that one does not install an optical image stabilizer in this price range. The camera looks out of the too heavy case out (just under 140 grams), the device gets very hot under high load, the battery is a bad joke, no FM radio included, resolution under Full HD. All in all, the device for 850 euros new price in the 64 GB version is much too expensive and the money should make more sense to invest. But as long as there are enough people who throw money into the mouth of Apple for such technology, the probably more fat and the poor factory workers in China are getting dehydrated. Apple runs the Android manufacturers technically for years afterwards. 3D-Touch does not need a human, it would be enough, you hold down a little longer than to apply so much pressure on the screen. Something completely incomprehensible: the fingerprint sensor works only after you have previously pressed the power or home button. Other manufacturers can do that so that you only have to hang up your finger and it is unlocked. The headphones from Apple are miserable, both in sound and build quality, and also slip out of the ear due to the strange shape. The voice quality when telephoning is in view of the price just as bad to call, there is always an annoying noise floor available. I give the iPhone 6S now someone who really wants it, I do not, what a miserable phone.	0
iPhone 7	32GB	Matt Black	sara	5	Phone	2019-07-02	it	Arrived on time and intact. Nice I hope you last and have no problems	0
iPhone X	64GB	Space Gray	Marco Latzek	1	rubbish	2018-10-31	de	Have the device purchased via MediaMarkt and with me the display is spinning constantly he turns off no matter what application	0
iPhone 7	256GB	Black	Alex alden	1	One Star	2017-10-16	uk	When it arrived the screen was not working as expected	0
iPhone XS	64GB	Gold	emyaz	1	Attention!!!	2018-12-05	de	Contents of the packaging do not match. From the packaging a dealer came out with the brand Archos.	0
iPhone 7	128GB	Black	chanoir philippe	4	good product	2017-10-25	fr	when we know the brand it reassures ok no problem to go to the shop any more because chip too big and no instructions if not in Russian?	0
iPhone X	64GB	Gray	Cliente Amazon	1	I was interested then I found it at a better discounted price.	2019-05-20	it	I wanted to buy the product then I found it at 50% discount ..	0
iPhone 7	32GB	Black	Amazon Kunde	1	The brightness of the iPhone is funny	2019-06-07	de	Have the phone now for a while and have recently noticed that the brightness and color of my screen is a bit strange after I compared it with the iPhone 6 of a friend. Her screen was much brighter and whiter, and mine was darker and yellowish. Maybe it's a fake or a fake or just a production mistake, do not know. Except for that, but with the phone everything is fine. But would still recommend anyone who wants to buy an iPhone to buy it in a trustworthy business and I will do it in the future.	0
